ID,target,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131
98,1,2.23914771444,7.44688948479,,4.64873597972,8.44666490361,2.49582676742,2.2078460325,6.07212190434,7.60101022173,3.17286718031,15.0523240581,8.02933026242,5.37705211801,14.2235575904,2.31375734514,5.77114329452,5.42216837793,2.08212653829,0.239323706712,18.2851473203,8.41010218607,HUU,-0.000000284957455006,A,3.18082502327,2.22662759087,2.21202088106,10.2437459098,9.13188585299,,,1.88439097159,1.67779582116,10.7652750535,8.38898209855,15.4318132925,1.09640733723,0,0.616930611277,4.87157194146,7.5041737542,13.6811362199,2.43616573773,12.0812294475,6.64860183959,3.9672294361,D,10.6904428825,8.1677803362,0.946372621164,6.41464097091,I,15.3839122753,2.08817737761,1.13939926248,BU,3.51001652719,15.1799049626,9.95520587981,2.00473024506,14.7753132626,0,3.04555595683,8.55039238907,17.0448427167,C,9.97078412006,17.7189403228,9.05472599764,12.4304660069,B,0,2.6248774814,B,B,3.48314578619,8.34307174982,11.442787059,J,1.4646464319,8.30067369488,3.53388164689,1.4398995888,1.45242143538,2.77825628573,1.52128533546,10.0097236476,1.8614351149,2.98620185043,0.68472407943,C,0.700546850533,6.79566441437,3.92978090165,0.763009115558,7.02420679702,9.90548181268,6.84407604065,1.54563185865,4.792939206,6.36683271025,2.47628367796,5.61548365408,3.60307969139,3.6223455996,13.9174963997,D,1.15582114104,2.82622044581,C,2.75459151012,G,N,17.3353396852,10.9452734318,2.39488133769,8.67136143439,11.0018904063,0.234053416208,1.71079427003,1.76290246453,6.13636411249,2.47820550007,7.40938194067,BL,1.61417863708,4.1397117824,1.55168789212,0,1.51984854102,2.88557293505
100,1,,,C,,6.35490714295,,,0.416385075668,,1.29102926401,,6.3416331585,,12.37893504,,,,,,,7.44151085466,UDX,,E,0.302904680596,,,,,G,A,,,2.72717403081,,16.9342267075,,0,,15.6877215763,,,,,,0.377154359215,C,,,1.7959068036,,E,,0.421931974974,,AS,,,,,,1,0.406481584849,,,A,,,,11.2851878145,F,1,,B,D,,,,E,,10.786982939,3.25891736515,,,,,5.04084977752,,0.198532103814,,C,,,,,,,6.21914123875,,,,,,,0.141499129886,,D,1.13929838936,0.661282188967,B,,I,,8.90794544929,,,4.74733225505,,,,,,,0.0577449315504,BM,,,0.789567797095,0,,
105,1,1.48860066151,7.03605765363,C,3.35133331021,5.15131141255,1.66294161741,2.64193108154,0.214162577528,10.8304507244,1.46608267081,14.977443957,6.5002849922,3.91422619056,12.2077142182,2.65604169233,7.47899123147,2.48406487122,1.48773854763,0.215422173686,17.2266746793,7.39147081667,OJ,0.000000216709033137,E,0.0673814920598,1.54075401462,3.09789846966,9.56382218514,7.85426831747,C,A,2.09879328439,2.12784954084,7.21716885855,7.55475991184,16.0023785755,0.609136165592,0,0.267245864183,8.76419868955,6.67858750356,12.9146169746,1.88471250869,10.1087336731,8.18825285694,0.0937068038006,I,14.2587042795,7.68886897003,1.71227408147,6.85281593247,F,15.515082175,0.0699764845044,1.38131482736,,4.20652712567,3.07838578537,9.13898088036,1.39323480252,13.5208388673,1,0.0924421682265,4.41987874731,15.6191294763,A,8.91819377845,18.0997633425,8.65546250412,11.0591504092,B,1,3.26858903626,B,B,1.49527506763,7.22396119353,11.0084037904,C,3.07958441912,7.3352926419,13.9171043374,1.75681661696,2.38712536839,2.93413217577,1.50201136903,7.02466329846,1.3321419466,0.0397660152233,0.913945353004,G,0.476443064752,4.51834178455,4.23277137267,0.546338351394,6.09298071881,5.75296050748,8.54792077824,0.753985964545,16.8076005035,5.18622818615,2.39597168795,5.96948020216,2.81641974839,0.0890977078897,9.56300563877,C,1.45014816218,0.773025799108,A,3.62092009202,J,,15.2032092735,11.3445379771,1.93511666603,2.20231344162,6.36209824902,2.00077430778,1.65320653636,2.28488327595,7.75086601577,3.14129136255,-0.000000854113731023,CJ,1.77262003115,3.39461325541,1.06668946893,0,1.61082938557,1.51260503814
108,1,,,C,,7.93561312947,,,1.69920287216,,1.29102857112,,6.16317716298,,12.015502064,,,,,,,7.05256266353,AGXX,,E,1.43311120182,,,,,C,A,,,5.93389096515,,15.8739120685,,0,,10.6171772587,,,,,,1.64312044383,C,,,2.29183433199,,C,,0.897185252311,,AW,,,,,,2,1.54140413626,,,A,,,,9.84062742918,B,2,,B,B,,,,B,,8.93655835126,3.51165095892,,,,,7.0258709575,,1.48934324459,,G,,,,,,,8.55894387194,,,,,,,0.886699202119,,C,1.29161930264,2.13768503018,B,,S,AC,14.0812042218,,,7.6079350704,,,,,,,0.590108452823,AE,,,1.33210642375,0,,
110,1,1.69400952303,10.8679318011,C,3.40572654401,6.77874996612,2.35024884423,2.29683353519,0.115477485021,10.8450711784,1.83807471449,15.3144938936,7.08550235785,3.6756315731,13.5914630547,2.60697670454,4.3529420812,2.78747615571,0.952717943003,0.217636679966,17.1336547095,8.23225029262,ACFK,0.000000490157786532,D,0.0479609304271,1.44092506086,3.31934466883,5.6018812904,7.07363669068,,A,1.76268633713,2.59442924119,6.61656209114,6.56237985764,17.3706126275,0.797342491981,0,0.0963056273245,10.0882717821,6.40976797664,11.8809621646,1.87784836845,9.6891791409,7.34174879928,0.0754402909151,G,13.5297672157,7.41701600727,0.845131795162,7.52483814502,G,15.5124057391,0.0249090530939,1.99160695742,DP,3.9145361228,8.63501456863,7.46373594707,1.27305181307,14.7336826175,2,0.0789273399997,4.9745621638,14.5061734209,A,8.3708516632,18.0415423343,10.2352943834,9.06349820956,F,2,2.92464220244,B,D,1.66888167067,6.74551684579,14.2352950485,M,2.60563306081,8.0374886277,12.3642738546,2.76993533467,1.69400963775,3.43381415265,1.32773655719,6.65471082339,0.763068446329,0.04423833976,0.863205987119,G,0.497022318852,4.52160883583,3.71769871956,0.597424525179,5.48645579452,6.04651251829,10.0755903329,1.03522792814,11.3204742859,6.42903717529,1.52592685886,5.3549397052,2.36220015328,0.0448371815673,10.633591044,C,1.12115452783,0.00000000121019254417,A,3.80007538802,T,S,13.9403387542,9.76470534719,1.96332165467,-0.000000658439181847,6.84385422995,0.831310971035,1.85459862733,3.73456875668,8.16901326425,3.50852410881,0.0135587952744,BU,1.50047881794,5.53700930227,1.00705762161,0,2.25913580818,1.41176529911
112,1,,,C,,,,,,,0.78774617771,,6.33052033812,,12.9594777486,,,,,,,8.58478599594,AEED,,D,,,,,,C,A,,,7.41139248068,,,,0,,7.77440160352,,,,,,,I,,,0.799647835464,,E,,,,DX,,,,,,1,,,,A,,,,,F,1,,B,D,,,,I,,,,,,,,,,,,A,,,,,,,,,,,,,,,,E,,,A,,T,I,15.5619690719,,,,,,,,,,,Z,,,,0,,
115,1,-0.000000113920976649,7.37286771913,C,5.44037329642,5.88433077697,2.87081326722,2.67942574662,0.00924383438385,11.3333332889,4.96717822629,13.5294125916,7.89249269491,3.69958899036,15.5317007236,3.32446827315,5.00000005392,3.89066489475,0.0664355549032,0.15258209878,18.5738712291,9.07878657691,GOI,0.000000824238962635,C,0.110835052253,2.8070184229,3.44497644246,0.444729875464,8.995215703,C,B,2.44019235759,1.53110020491,8.98932962798,5.93301400096,12.5163602689,-0.0000000694746717322,0,1.3810614779,9.48556451189,6.60287002546,12.6315786759,3.13725476096,11.1173734952,6.5265130431,0.130207977559,C,11.5313402888,7.08134043117,4.98862912656,8.95186253442,H,13.4042548599,0.0631476383244,0.287080379652,DI,4.88038300793,0.425532525963,11.5585480537,2.80701788953,16.9730379433,0,0.13926844986,6.74787569078,16.8625152517,C,9.76076572814,17.234043398,2.49999953538,10.9321599051,F,1,3.47222250678,B,D,2.36825672881,6.79425776,14.999999178,B,1.33333333586,9.62372305299,8.52305832347,1.72248754647,1.14832441474,1.40350853038,2.15311066115,6.34044306339,4.59330228797,0.0550429742069,1.03837393638,A,0.550469207805,4.3941841796,3.04059324478,0.597108158959,6.02870764362,11.4285711576,9.79856844173,1.22807014343,19.5744681331,8.38161464649,1.67316475733,4.10657220758,3.1292513817,0.00338696426065,13.4485752733,E,1.78009541148,1.54605344851,B,4.01913781648,D,,15.7907356899,17.5000006855,3.40425458356,4.01642370071,11.4285714796,0.000000744066453846,1.48936235372,2.43243209395,10.0000003755,2.54679765597,0.0303817252418,U,1.3514982225,4.6650721352,1.27219629092,1,1.14285718214,0.000000384592139024
116,0,,,C,,,,,,,0.568928638496,,6.09907392564,,9.12557889504,,,,,,,5.31006991039,ZHA,,E,,,,,,,A,,,6.52580636356,,,,0,,8.95449052378,,,,,,,J,,,0.996258682037,,C,,,,DX,,,,,,1,,,,A,,,,,B,1,,B,B,,,,H,,,,,,,,,,,,C,,,,,,,,,,,,,,,,D,,,A,,R,G,14.8284137204,,,,,,,,,,,J,,,,0,,
117,1,,,C,,,,,,,1.0284461577,,6.30876951268,,10.8103373744,,,,,,,6.20032726367,KUQ,,E,,,,,,,A,,,7.35136003174,,,,0,,8.11156850631,,,,,,,C,,,1.35133088601,,D,,,,BV,,,,,,1,,,,C,,,,,F,1,,B,D,,,,B,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,B,,O,,15.5193699911,,,,,,,,,,,R,,,,0,,
121,1,1.44109049111,9.25469257043,C,5.0364384483,9.07195772446,2.68743869351,2.59006891076,0.0418305987249,9.61538522007,1.29102834705,15.5598461583,6.08292730154,2.58422993376,11.7567878348,1.65274800906,6.15384643432,4.45548485729,0.318750106626,0.159541817712,18.6746937308,6.91299724072,AIN,0.000000577708632964,C,0.189250256929,2.3206744812,2.7263877855,2.19371409412,9.32814029182,,A,1.46056570127,1.51898725459,6.69301371515,8.88023280604,10.2082102775,0.601504456406,0,1.34329365461,9.41682898347,7.84810028992,12.9892884521,2.50965231566,11.205965774,10.4357011043,0.142181512088,C,11.1279711769,8.37390477427,2.51485626739,6.03289390169,F,15.8663876909,0.0686590834599,1.05160754042,AG,4.84907571258,0.443458846453,12.7340542581,2.17786335437,16.3015036781,1,0.150670387217,7.54080973578,17.5457302271,A,10.0876346011,17.960089591,9.23076934413,14.8151966913,B,1,2.01093962184,B,B,2.73875886794,8.08179160665,11.7948724279,E,2.30769190687,6.12952933679,8.40630410474,1.34371981408,1.40214229464,1.58940429276,1.11002944192,13.6189631416,2.68743980553,0.0965119587854,1.0291835239,A,0.597547491555,6.19847233147,3.07325763428,0.644963123584,7.40019441481,9.17293273675,6.53534472244,1.49951372597,19.4678484753,9.35546881002,2.32904516096,3.83443028187,2.20764061607,0.0373270754351,13.9677779728,E,2.84996745263,7.25329039986,B,2.45374879607,P,,15.0278085972,10.7692303563,2.54697321994,8.81672242661,9.7744354422,-0.000000909740996267,0.798225602141,1.60465094045,7.30769133066,2.05520752986,0.00674884751554,P,1.50212683005,2.30038904581,2.82040018743,0,1.17293250537,2.05128274994
122,1,0.886015261308,8.78092038777,C,3.95181161671,9.80256397922,2.49042049676,2.0402291271,0.277872712691,9.05660328803,6.54266900955,15.5436711997,10.0473839455,4.68396236129,12.7812458558,2.43323671663,5.34883668768,5.10775969079,0.576012725878,0.232668852717,18.5148787989,7.11841651061,DOB,0.000000799425912333,C,0.284549395887,1.86143050058,1.74329527751,4.46226194449,9.92337143762,C,B,2.06896557749,1.64751037791,7.0924122648,8.50574722424,14.1035301155,0.469484024752,0,0.0265479994653,14.0706164656,8.3524913671,14.0804598869,1.88948209257,13.7860603409,9.6358262066,0.215805342927,C,10.4043398862,8.98467345406,2.21553893336,5.48267724737,A,15.7335916139,0.327324325554,1.06321889359,AF,4.65517175555,6.77300635951,13.2668678003,1.75606573607,16.7462182503,0,0.289546646479,8.48656479649,17.2322737743,B,10.7471266877,19.042944397,8.60465146986,15.8181992921,F,2,2.67379644001,B,D,3.17115245716,9.2145600132,13.488372051,O,1.44654082993,6.495407459,3.49011071295,1.66666669795,1.3218398271,3.45083519652,1.7385060938,13.6979982597,1.53256741833,0.269823062837,1.20434664318,C,0.840755996052,6.87117740663,3.530466554,0.905792779546,7.80651400714,9.38967165418,4.33334772108,1.19412514858,13.2024544615,8.0827378569,3.85748596904,4.5457349488,3.32018273222,0.214567160467,15.0537055716,D,2.40618420545,5.07702941378,B,2.81609263156,F,,11.0018038581,11.3953490402,1.93050207264,11.8524403786,9.95305067694,0.026811689837,0.932514689716,1.85500968423,7.61006376691,2.35909242246,0.0822190105565,AP,1.66497552505,1.70617882763,2.22143209521,2,1.61502255564,1.16279164951
124,0,2.49578345644,9.3061339957,C,6.57247435358,10.2924695252,3.00168622456,2.66441848904,0.511062520322,10.2352934205,0.787746020539,14.2252318965,6.48943934836,4.44031517866,11.1858199921,2.93650695236,3.99999977449,8.30288292902,0.924446795154,0.166746005796,18.6808304456,6.81776951256,AFJK,-0.000000675272136622,D,0.920691370688,2.58150576871,3.20404695076,5.06948840038,8.8532874033,G,A,2.20067550566,2.19224370658,3.44280581357,6.59359129067,12.0835513711,1.0126588457,0,0.628587808924,14.0496341839,7.08262994186,13.0775713499,2.82811184666,14.6291872292,6.05866187153,0.734860801192,I,8.93625199719,7.55480643442,0.358006487755,4.37225969636,B,14.3047616808,0.67246239923,1.59359095611,P,4.31703259825,11.2538217931,10.4089861519,2.34963538864,14.6928712028,1,0.803290756233,11.9136341551,16.584291572,B,9.95784067623,17.5382261838,9.69230694349,12.5435361211,F,1,3.06943218793,B,D,5.62413753925,7.41146740368,13.6923072455,C,1.52941255282,4.84195221882,2.58762137692,2.25126397672,1.31534479443,2.92537221958,1.87183874222,14.9497105496,3.11973076983,1.00084648442,0.791602509061,C,0.543848056163,8.60176781398,3.30423055082,0.615059374176,6.332209004,9.62025341731,8.12288642374,1.85497395167,8.25688122848,9.28330011687,5.12537539111,4.42716132685,3.12485389931,0.562411253007,16.0658011556,D,3.31924790472,10.7227123227,A,3.44013507274,F,P,10.0295530817,10.4615381419,2.89523783058,15.579849076,10.5696192941,0.0176310355418,1.88073399008,2.97991026281,8.70588223779,2.51063728854,0.757560856364,K,1.48394913792,4.58473793982,3.45322411003,0,1.64556938633,2.46153917891
125,0,2.56753364734,7.51400197322,C,3.36323829695,5.24380760196,2.03221746924,2.29987661853,1.62185772713,7.56843833586,0.525163816407,15.1101317456,6.09913956762,4.21578923396,11.6363870158,2.12449491624,6.07287468491,3.21993198855,1.08134899865,0.259039050131,17.2795776926,7.75877871751,ACXD,1.94119686932,D,1.37781993998,1.89921463685,2.2403965591,8.62518736719,7.77695146662,A,A,1.74721227486,2.44857559328,7.41219632325,8.04956617384,16.6513651724,1.20689572934,0,0.0565665453925,7.50886385132,6.80049524561,13.1846341209,2.30176308704,11.5684693101,10.2019357579,1.35813417989,I,12.9189401697,7.80669127005,0.906756859751,8.65360212256,K,15.6532828394,0.812273877947,1.76951709816,DO,4.08426352561,6.69281036759,10.7998323803,1.64477392105,15.2266817515,1,1.38376070826,5.63067002227,15.3498217927,A,9.00123865423,18.9803912214,9.63562802248,14.0876347515,B,1,2.69594334595,B,B,1.94819636203,7.39529094464,11.6599187768,C,2.41545944229,12.0112290137,2.41372356755,2.14126405165,2.23048267446,3.18181761009,1.18959129818,4.06537758142,0.872366561475,1.4341319562,1.12679237899,B,0.555155184802,4.43702167767,4.43079985904,0.648583242918,6.08674125215,7.80172348462,3.12403198478,0.75423374785,12.1568637137,5.49480011783,2.71197141515,6.03087483376,3.35516080585,0.485865538692,11.4715375484,B,1.3717430976,0.64000066691,A,3.80669107427,F,AC,15.7676321706,10.3643725751,2.30720162071,3.98333912593,9.0086206817,5.26690952756,0.967321100929,2.74285713988,5.15297971855,4.72177770446,1.71560006541,K,1.94393632867,2.67658076827,0.632545380799,0,2.12930985575,2.2672061026
126,1,,,C,,,,,,,1.02844563724,,6.2390779221,,10.1360459086,,,,,,,5.50739847555,QU,,E,,,,,,,A,,,7.66800440593,,,,0,,7.61088296112,,,,,,,C,,,1.54500749125,,D,,,,AW,,,,,,1,,,,C,,,,,B,1,,B,B,,,,B,,,,,,,,,,,,A,,,,,,,,,,,,,,,,E,,,B,,A,,15.9027101768,,,,,,,,,,,W,,,,0,,
127,1,,,C,,,,,,,1.0503291115,,6.55345205008,,10.7607965343,,,,,,,6.2182556156,AGTX,,E,,,,,,,A,,,4.19151752113,,,,0,,13.1300200154,,,,,,,I,,,0.71601545447,,J,,,,CN,,,,,,1,,,,B,,,,,F,1,,B,D,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,A,,A,V,11.2077624473,,,,,,,,,,,A,,,,0,,
130,0,,,C,,,,,,,1.31291083886,,6.71989100647,,11.9841995227,,,,,,,7.19989107635,ADDF,,E,,,,,,,A,,,4.61214209903,,,,0,,12.7291807561,,,,,,,I,,,0.789377772317,,K,,,,,,,,,,1,,,,B,,,,,F,1,,B,D,,,,C,,,,,,,,,,,,A,,,,,,,,,,,,,,,,E,,,A,,H,L,11.6409980909,,,,,,,,,,,CC,,,,0,,
132,1,1.31257357583,9.35335139276,C,5.2891756438,10.3687866731,3.34253033071,2.78281403288,0.287116955927,8.54489193955,1.05032890309,15.2775609687,6.2334998392,3.71495882364,12.1486044123,2.00220869962,6.11111114961,6.94087187411,0.827621151094,0.176296648558,18.7214192399,6.83230831281,AAJR,-0.000000151582457483,D,0.438045470638,2.37025316254,2.81434770677,5.42227990844,9.51517479052,C,A,1.63184834742,1.13519843005,6.72330328201,7.55222756871,12.1536071258,0.509914710117,0,0.79451334671,9.12669208907,7.70201100111,13.5277896498,2.56450343298,14.2784063947,8.50653419668,0.430705069645,I,9.51231525275,8.19865997843,1.60516403308,4.91904601655,F,15.5095274459,0.415651880796,0.922350078873,BW,4.97437948588,4.8163956127,12.1714581384,2.24017798525,15.4525977574,2,0.544437266906,10.5078512664,17.8893276339,C,10.0827754095,18.0358666416,10.8333337073,14.2440466347,F,2,2.247849353,B,D,4.54734311169,8.16712745351,11.3888882124,C,1.36222881927,4.86307498314,2.65832862312,0.969649245195,1.04059995982,2.89508601264,1.37169844283,15.6165713366,2.79069726268,0.403623875193,0.96409487933,C,0.56243610147,7.73919458098,3.64875185123,0.593379351944,7.37879449558,8.78186873217,6.5854309861,1.84995325641,15.0811279589,9.29677260388,4.57258488327,5.13423847016,2.77553934068,0.310988039249,15.6712593667,D,3.42639625203,10.2150120622,A,1.56089869406,F,X,14.918033964,9.16666695253,2.56835211561,15.5371474206,9.29178479801,1.36148210989,1.22971856382,1.18269166393,7.18266320473,2.25337488432,0.432564089742,K,1.5330321806,2.60149741246,3.3558344089,0,0.815864511526,2.50000035512
135,0,,,C,,,,,,,1.29102758768,,6.89547371179,,10.760795814,,,,,,,5.91448555904,JRI,,D,,,,,,G,A,,,5.50285127358,,,,0,,11.2987479151,,,,,,,C,,,0.256768252145,,C,,,,BZ,,,,,,1,,,,A,,,,,B,1,,B,B,,,,E,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,B,,D,,12.7134752308,,,,,,,,,,,X,,,,0,,
138,1,,,C,,,,,,,0.765864098542,,6.16292171879,,9.6035431965,,,,,,,5.74441993931,BMF,,E,,,,,,,A,,,1.91749379309,,,,0,,16.4394766857,,,,,,,C,,,1.22074649206,,B,,,,DL,,,,,,2,,,,A,,,,,F,2,,B,D,,,,E,,,,,,,,,,,,A,,,,,,,,,,,,,,,,E,,,B,,F,,7.48712587407,,,,,,,,,,,G,,,,0,,
141,0,,,C,,,,,,,0.525164633537,,6.05954175973,,9.05963549066,,,,,,,5.30039839435,SJV,,E,,,,,,,A,,,7.02416807019,,,,0,,8.12242195459,,,,,,,I,,,1.01679930223,,I,,,,DX,,,,,,1,,,,C,,,,,F,1,,B,D,,,,I,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,A,,U,T,15.4034290436,,,,,,,,,,,AN,,,,0,,
143,1,2.51225907275,6.46262328547,C,3.28423555895,7.10827070028,2.47453777638,2.63296882649,0.113320317601,8.5043983193,0.41575447903,15.3580673603,6.27591265352,4.31196850489,10.9910985839,1.7863525238,5.75221230718,2.16607532835,0.817019199833,0.242790522635,16.5483366459,7.32070797494,MYZ,0.000000323507324293,A,0.0726623458044,1.70124425906,2.39909406818,5.66602617536,7.03885351493,G,A,1.64089029678,3.41003436412,1.2590409257,7.30290475077,13.4800705259,1.03151885155,0,0.0187174623348,17.1282825641,6.71444802255,13.2327417834,2.12251970496,9.31065800704,10.2907667515,0.0955403709425,C,14.6153134017,8.02715889602,0.19220955399,7.32150014657,H,16.0128625916,0.103697097902,2.67069052525,BZ,4.1870997167,1.81660809474,9.73995770161,1.45228122614,13.5403548563,1,0.104227539913,3.97336485379,13.711625682,A,8.74387074936,18.6505195493,10.4424774491,11.3406571778,F,1,2.60641315349,B,D,1.28040243099,6.60882650249,12.6548675195,E,3.81231748219,8.17177150231,13.7011100936,3.23651532772,2.94228657981,3.16910786131,0.905319598091,7.42579772105,0.980761029632,0.0554762811336,0.987959142577,G,0.418726729095,3.95563604933,4.75434272283,0.535942938661,5.63560989507,6.01719142958,6.91775701834,1.18948917516,17.9757791338,5.58786300285,2.10735405806,7.10355660911,2.80420650446,0.0503569592172,9.12635102961,C,1.37861966662,-0.000000404774428094,B,4.84345477764,I,,5.54336777103,9.46902621197,2.25080429984,-0.000000232155661856,7.04870995327,1.44244652328,1.33218076039,4.03195564951,4.69208236548,4.4465412255,-0.000000982555093231,BM,1.82773708938,2.64522827697,1.12743583567,0,2.59025716756,1.59291982153
145,1,1.09560103027,6.77200877816,C,5.43137735526,10.2022500508,1.84433234974,1.92047281022,7.40378019104,6.27737241597,1.05032893603,16.2409288449,6.14955386878,4.52606229562,10.8292756829,1.02619300025,4.44444429364,7.31071724152,1.03187490552,0.213928398711,18.2844300827,6.26331810885,AGDF,0.000000844844017928,D,9.91960302729,2.68330610698,1.45516130108,5.05238365215,10.8206432391,G,A,1.0913702388,1.67512701569,6.70591556954,11.8781726375,12.3804312067,0.616740237003,0,1.63015718991,9.15418513285,9.4670048574,14.5431464361,2.51088555747,12.6907865749,9.17026721238,7.90748081053,I,9.56874430089,10.304568232,1.83845708941,3.96477187658,H,16.4034403517,8.3649916293,0.710660716699,P,3.51099742045,18.6027397703,14.0573163026,2.57473279483,14.9475225885,1,9.70097564146,10.752266214,17.0713999312,B,11.6582070888,16.2876710122,5.65656520265,14.0192646854,C,1,1.30019416697,B,B,4.9061296333,9.33164219794,14.1414137769,C,1.60583988084,5.25129186525,3.10975174913,1.77665035846,1.11675074192,1.91972043323,0.799492044876,14.1814258482,3.28257147272,10.2832223754,0.738724781288,C,0.989205464414,9.80886148228,3.05555620269,1.05833150229,8.87478875616,14.6255508728,4.80926246146,1.67512784369,0.109588446587,9.73105711834,12.2867836281,4.63435127114,2.52678557254,7.80792979287,15.2799688854,D,3.00858934553,9.3083052158,A,3.60406118232,F,AC,14.9788364497,14.3434340004,2.59577857361,14.3752309658,15.2422911541,1.50392809961,2.21917797656,1.724138596,4.59854025471,2.94247405485,7.31869137683,AZ,1.13970502815,1.87182731317,3.14726116161,0,1.74449312484,1.41414044699
149,1,,,C,,,,,,,1.05032763903,,6.53233183558,,10.4789421529,,,,,,,5.92081244857,QKI,,E,,,,,,,A,,,2.32230393231,,,,0,,16.0856665349,,,,,,,I,,,0.774704783338,,J,,,,CN,,,,,,1,,,,B,,,,,C,1,,B,B,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,A,,A,L,7.68270091554,,,,,,,,,,,V,,,,0,,
153,1,,,C,,,,,,,1.2910290316,,6.60350661643,,10.9910978601,,,,,,,5.98602721499,PPX,,E,,,,,,C,A,,,7.939919149,,,,0,,7.44519219771,,,,,,,C,,,1.06815276108,,B,,,,DP,,,,,,2,,,,A,,,,,F,2,,B,D,,,,B,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,B,,N,,15.8588059688,,,,,,,,,,,BD,,,,0,,
154,0,,,C,,,,,,,1.05032750211,,6.53127635595,,10.4789419619,,,,,,,5.88040430238,VVI,,E,,,,,,,A,,,2.30034176818,,,,0,,16.1203968741,,,,,,,I,,,0.777638770433,,E,,,,,,,,,,1,,,,B,,,,,F,1,,B,D,,,,C,,,,,,,,,,,,A,,,,,,,,,,,,,,,,E,,,A,,I,V,7.63443074042,,,,,,,,,,,BM,,,,0,,
156,1,1.56834982945,4.88495856147,C,1.67050334432,8.5396522375,1.4553170286,0.974920510011,3.19995735066,6.54627449454,1.83807472831,16.248948454,7.24230974397,5.13030165077,13.1058125307,2.33536872368,3.13588816515,1.53686073082,0.626191826623,0.622268821025,15.7437694402,7.91579162244,ABOF,-0.000000206538804424,E,4.58799438434,0.99729099357,1.0173089522,6.05088806853,6.36524180964,C,A,1.53655896457,4.05510505152,4.44900903581,9.8763690633,15.3190922615,1.73913029028,0,0.048841536727,13.5156651561,6.82444379227,12.6527736354,1.29520573273,8.02267922523,15.9001615445,3.96181304024,I,16.2912290942,8.54821522818,0.409360524744,11.6048070416,D,16.3374025353,3.5800025139,2.96714988956,DO,2.35252549968,19.7065461863,9.78792541701,0.841869426894,10.9372195762,2,4.71768988337,2.83335437636,11.7317478623,A,8.39985796053,19.2325052648,9.75609779032,13.6952032396,F,2,2.54064954734,B,D,0.908691010621,5.95549290969,16.0975617419,C,2.03160254413,8.1701576385,3.51350552413,4.89579674743,1.90745414774,4.20221099143,1.07029358863,8.82177202373,0.861887023472,5.07291962808,1.4102373315,C,1.16156752674,2.41491351531,4.51191217638,1.541939604,5.1995768487,9.42028900862,5.16206430026,0.803015204029,0.135440832795,3.68009772477,1.13513759492,7.15123921748,3.41137232635,1.8506646344,6.772392559,D,2.08139359444,2.99250909748,A,6.2310135727,F,G,10.6482053607,10.2439025498,1.44284123236,8.93828957143,11.1594200806,1.06190806369,0.699773932858,5.72727293671,4.5598191956,5.09343184436,3.25822384571,AP,1.55035049124,0.476863991076,1.60100931296,0,8.31883993352,0.836237352564
